RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
Van Nuys,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,63,399900,399000,412990,416990,446250,439000,454000,468495,468995,471975,469475,459495,450000,459000,471700,471200,466950,479900,489900,495900,499900,495000,492900,490411.5,499999,499999.5,503950,489900,499450,524950,5.00E+05,5.00E+05,499999,499974.5,522500,529000,521000,535000,535000,549950,575000,549000,549900,562000,575000,548800,529000,549000,519900,515000,515000,512500,539000,579000,569000,569000,565000,540000,543500
Preston Hollow,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,64,421600,409000,442400,465000,457199.5,456700,437250,429000,480000,487500,470500,449900,425000,449000,467000,499900,499900,515000,516950,524000,549000,572499.5,585000,544000,499450,539949.5,559000,599000,6.00E+05,584500,575000,559900,545000,559900,545000,559900,574000,575000,549000,559450,599000,595800,575900,559000,565000,572000,575000,569000,589000,575000,579900,615000,625000,602500,580000,587000,582000,578888,599000
Lower East Side,New York,NY,New York-Newark-Jersey City,New York County,65,,,,,,,,,,,1170000,1175000,1250000,1250000,1187500,1200000,1200000,1089000,1139000,1100000,1200000,1250000,1300000,1325000,1375000,1538000,1538000,1507500,1483000,1486000,1519000,1560000,1580000,1580000,1630000,1622000,1630000,1550000,1560000,1570000,1555500,1550000,1495000,1499000,1499000,1525000,1575000,1565000,1550500,1538000,1486000,1499000,1550000,1499000,1550000,1495000,1425000,1474500,1430000
Estrella,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,66,154900,155000,159000,159900,162500,165000,164900,167950,169900,169500,169000,168500,169900,170000,174900,175000,179000,180500,184700,183475,185000,185000,189998,189450,188000,189000,189900,194700,198000,199000,198500,198500,199900,199945,204880,204900,2.00E+05,204511,207390,212500,215000,218500,219900,220000,219999.5,219900,219900,220000,220000,225000,227500,225000,225750,227861,224950,229000,226065,229997,229900
Sun Valley,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,67,420000,413475,410000,427000,447000,437300,430000,429962,429000,428500,435000,428500,435000,434950,434995,449950,456500,479000,469900,479000,477000,499000,509500,499947,499000,498000,519950,549000,529000,548500,549000,532450,540000,529999,539900,539950,534000,525000,539450,549000,549900,566000,569475,569950,575000,568990,569000,569750,579499.5,579333,574999,580000,579975,589999,592500,595000,591200,599000,607000
Northridge,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,68,579000,589000,599974.5,625000,646000,619950,625000,649450,649950,649950,650000,650000,669000,669950,675000,699000,702500,709000,695000,682315,659000,669000,649250,644000,657000,645000,669000,679450,699450,689450,669950,675000,675000,699000,699749,696500,675000,699000,699000,699990,727000,743500,749950,729000,706224,7.00E+05,725000,745000,744250,699000,705000,749999,759000,739950,725000,731400,749000,729375,715502.5
Flushing,New York,NY,New York-Newark-Jersey City,Queens County,69,,,,,,,,,,,,,,,577500,549000,599900,554500,598000,668000,650000,650000,628000,618000,648000,688750,699499.5,757388,768000,768000,769500,777444,798444,759000,758000,699000,689000,648000,649000,668000,688000,699999,738000,725000,719499,699000,688000,688000,698000,688000,691848,691848,696500,689000,679000,679000,658000,649000,638000
Alafaya,Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,70,237500,239250,238250,238900,239900,242500,248500,259900,259900,260000,261445,260000,260000,260000,265000,269900,269000,265000,260000,260000,261000,255000,259900,269900,277500,280000,285000,292250,293500,290000,286400,285000,279950,279450,280000,288598.5,289000,299500,299990,308250,304894,299900,305000,309825,309000,299000,295000,298000,302000,305000,307500,312500,317450,313000,315000,314000,315000,309900,310000
South Ozone Park,New York,NY,New York-Newark-Jersey City,Queens County,71,429000,425000,425000,429000,449000,449000,449000,439000,439999,439999,440000,455000,469000,469000,485000,485300,487300,499000,489000,475000,479000,479000,465000,474500,479000,499000,489000,489000,499000,499000,511500,509000,525000,529000,529999,533499.5,529000,527000,538500,549000,549000,549495,549000,549000,552499.5,565000,559000,569500,559499.5,559000,569000,568000,559000,569500,569500,569000,579000,570000,574950
Ahwatukee Foothills,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,72,295000,305000,314900,324900,329900,335900,329000,328000,324900,324900,324900,325500,325000,327000,329055.5,327990,337000,329900,331000,331495,330000,329000,329900,329900,327900,339000,339000,339900,348245,350000,345000,349900,349000,349900,349900,344950,345500,350000,354450,359900,357250,359000,350000,347750,345000,349000,343450,343900,342450,345000,355000,365000,367000,369000,365000,360000,369999,374700,365000
Sylmar,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,73,398000,386250,389000,387000,399000,399900,399947.5,399777,399000,405000,410000,419838.5,419900,410000,415000,439900,445000,440000,439000,434999.5,430000,435000,434999,435000,426900,445000,455450,460000,475000,479900,479900,485000,479900,489945,489990,489950,491900,499500,490900,489000,504900,509500,509450,509970,513900,513900,511900,513900,508900,510950,510000,499999,503900,525000,530000,524999,515000,520000,530000
Boyle Heights,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417497.5,449000,450000,439450,450000,444444,449944,449888,450000,492888,499000,480000,483500,487000,487500,497000,509999.5,499749.5,544000,537000,569000
Sharpstown,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,75,,,,,,,,,,,,,,,,,189000,185000,184245,175000,189000,189000,173840,175000,168966.5,167000,169999,179900,180000,190000,189700,195000,176250,174500,190000,190000,187450,175450,185000,189900,195000,206450,208000,199949.5,195000,195000,199900,2.00E+05,203999.5,199900,196500,192500,189700,199500,199800,202400,199450,194950,174900
West,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,76,179950,185000,192500,2.00E+05,195000,187500,179999.5,179900,179900,184949,186950,185000,189900,192200,189900,199900,205000,199900,202500,2.00E+05,202500,2.00E+05,215000,218700,219450,223675,220000,219000,225000,225000,222495,225000,225000,224999.5,224950,224900,225000,229500,234750,235900,241500,244900,248000,240000,240000,239500,240000,249000,250000,249900,249000,249500,249000,252000,249949.5,249900,249900,250000,249945
North Hollywood,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,77,474999,479900,477000,499500,529000,539000,509000,519000,518500,549000,509000,525000,549000,549995,549999,545000,539000,538500,539950,519000,549000,549000,539950,539950,549000,540000,575000,575000,549499.5,579900,559900,572450,592750,589000,603000,619000,615000,655000,657000,644000,670000,679000,669999,679250,679976,729500,725000,722500,719500,699000,699000,699000,692500,721500,737500,701950,734950,721500,739000
San Pedro,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,78,459999,459000,459950,459000,488250,499000,499000,499000,499000,504499.5,499000,499999,510000,510000,514900,499000,499900,506416,499975,524900,539000,549500,549000,549250,550000,535000,539450,550000,588500,550000,572000,565000,559000,549000,559450,549500,569900,575000,586430,599000,592400,559500,554950,567000,597048,599000,599000,589000,585680,575000,579000,584450,592450,589000,589000,599950,599000,6.00E+05,6.00E+05
North Valley,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,79,549899.5,550000,564000,620000,649944,649894,669000,599500,646940,618900,648940,654990,664990,675000,689294,699894,699000,697000,688000,690994.5,699000,729000,695995,722495,728000,729999,728500,751990,738000,749919,750000,776490,799462.5,827500,815990,849999,9.00E+05,925000,922000,899000,966895,962892,948000,939444,939444,899993.5,908000,911000,938950,925000,925000,925000,932475,925000,891745,888000,898944,872444,898500
Evergreen,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,80,768500,799000,849999,850000,949000,925000,889000,930000,927475,912449.5,899995,939475,949000,949950,979000,996500,974400,995000,975000,939500,988400,979000,899000,850000,850000,899888,955000,860000,949000,890000,907444,928000,896500,899888,950000,977000,979500,999999,1075000,1119000,1150000,1061000,1099000,1059000,1030000,999000,998000,987000,980000,975000,1057500,1068000,1049500,1089444,1059000,999000,1018603,999888,999888
Koreatown,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686800,655000,664500,690000,699000,732500,699900,699000,750000,749000,749000,727000,699000,734500,729500,770000,745000,759000,729000,732000,799000
Woodland Hills,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,82,695000,688350,699000,699000,699000,699000,699700,724500,735000,749000,749000,757250,750000,749000,749000,769000,757000,749950,750000,749000,759000,769000,769000,769000,749998.5,759888,779250,795000,795000,795000,784900,799000,799500,839000,832499.5,849000,849000,827000,869000,829499.5,855000,869000,869000,849000,832499.5,829999,829000,842000,829999,845000,849000,875000,879000,899000,899999.5,899000,899000,899000,899990
Eldridge - West Oaks,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,83,,,,,,,,,,,,,360707,341806,349900,325990,319500,327500,328245,329900,333000,328445,320497.5,323000,339900,339450,339450,329900,329002.5,338743.5,329900,335000,345900,349000,348250,339900,329000,324950,324950,336000,345000,324184,324184,320000,324184,327500,312000,307500,3.00E+05,302617,322000,324000,327000,309900,304900,299000,3.00E+05,299700,299900
Sherman Oaks,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,84,779900,785500,8.00E+05,889000,889000,849000,799999.5,799000,849000,899000,899000,950000,999000,999000,949499.5,996500,999000,998000,999000,949999,929499.5,923500,939000,949947.5,949000,976500,949497.5,899000,904950,945900,970000,995000,1039000,1050000,1069000,1059500,1035000,1145000,1100000,1050000,999000,989000,995000,995000,1095000,1079000,1114500,1149000,1177000,1196500,1199000,1199000,1149000,1149000,1192000,1150000,1212500,1239000,1229000
Pacoima,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,85,329700,329000,325000,325000,317450,335000,349999.5,350000,349900,349000,360000,349999.5,350000,364900,375000,399000,399000,389900,387450,399000,399000,399000,399000,399900,405000,414999,4.00E+05,414999,419450,419900,419900,425000,437450,427000,424950,434500,439975,439950,429900,429900,436000,449999.5,457450,460000,479500,462500,460000,450000,444900,448750,449900,449700,449500,449000,449950,446030,460000,460000,480000
Murray Hill,New York,NY,New York-Newark-Jersey City,Queens County,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658000,698000,673000,689000,663000,673000,688000,694500,699000,689000,717000,769000,738888,728000,677000,659000,650000,640650
Little Village,Chicago,IL,Chicago-Naperville-Elgin,Cook County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,130000,132450,139900,139900,139900,139900,138919,134900,134900,137168,138900,138000,139450,150000,150000,145000,150000,152000
North Raleigh,Raleigh,NC,Raleigh,Wake County,88,299950,299250,302500,325000,344500,339500,329900,340000,329900,329900,329900,348450,359900,347000,324950,339900,325000,324400,317700,323900,325000,336500,350000,360000,366750,374950,374900,371950,372000,369900,359900,359000,362000,359900,349900,364500,364900,349900,345000,339000,345000,340000,329900,345000,349450,345000,335900,326900,331950,325000,330000,345000,335000,331250,335000,335000,325000,319000,319900
Southwest,Chula Vista,CA,San Diego-Carlsbad,San Diego County,89,349000,345000,375000,385000,387450,369450,389950,389900,392500,399000,399900,394450,399000,399000,407000,415000,415000,415000,419900,429000,430000,439000,435000,439000,435000,437500,437500,445000,435000,439000,445000,439000,439000,442450,435000,441000,452500,454950,450000,450000,475000,492450,484027,477500,483990,484445,475000,476000,467000,471897,450000,450000,469500,484900,469000,451950,475000,487500,479990
Canyon Country,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,90,419000,414950,425000,424950,439000,447000,449990,464900,467000,464950,455000,445000,439000,474900,473000,459999,469000,475000,474974.5,475000,474999,469999.5,468000,468000,480000,479900,489000,497777,504244.5,525000,524900,525000,524950,529672,547000,549900,550000,543950,541425,549000,545000,549450,549000,545000,535000,545000,539999.5,549999,558990,549900,549974.5,566250,573865.5,574900,574900,565000,574800,564900,554697.5
Mira Mesa,San Diego,CA,San Diego-Carlsbad,San Diego County,91,439000,429000,469888,450000,459900,469950,475000,469000,466000,469900,469949.5,475000,474000,488500,499995,520000,524950,520000,525000,534950,539900,539000,532500,525000,532500,535000,535000,535000,549000,542450,535000,529000,532500,545000,549000,545000,559000,565495,565495,563945,6.00E+05,615000,599900,599950,599900,586500,589994,589950,595000,589053.5,569000,589053.5,578000,590000,599450,595000,595000,559058.5,525000
West Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,92,447000,449900,449000,477000,480980,487000,489900,489000,475000,489000,482250,479500,469450,495000,495000,495000,499000,499000,499000,499450,499900,519900,499900,499900,502900,502900,524900,535000,549900,549450,539900,549000,549900,549900,544900,550000,569000,544900,560000,575000,585000,574999.5,588888,575000,589000,584944,589900,588500,579997.5,559900,575000,579500,577000,579000,579500,594999,596999.5,592499.5,588000
Far Rockaway,New York,NY,New York-Newark-Jersey City,Queens County,93,324000,324000,339000,339000,339000,339000,334000,324000,329000,345000,359000,332000,330000,332500,324950,304999.5,325000,299000,319000,325000,349000,349000,349000,345000,359000,373200,369000,369000,410000,419000,420000,441000,425000,420000,424000,424000,399995,364500,355277.5,364450,395000,406000,429000,459000,444000,439000,409999.5,434000,429000,439000,424000,449000,449000,429000,449999,449999.5,449499.5,425000,475000
Forest Hills,New York,NY,New York-Newark-Jersey City,Queens County,94,285000,299000,310000,299000,297867,309000,309000,325000,339000,339000,349000,330000,336500,332000,335000,335000,350000,359000,362500,369000,369000,369000,375000,379000,389000,389000,386500,399000,409000,420000,419000,425000,425000,410000,403950,399950,4.00E+05,399000,399000,399000,419944,448944,439450,438000,438444,435000,429894,436500,425000,412000,415000,425000,425888,399000,399900,405000,420000,419000,425000
Cordova-Appling,Memphis,TN,Memphis,Shelby County,95,130000,134950,132250,134700,132250,135950,139000,146200,149000,149900,149900,145000,145000,144000,144900,143000,145000,146700,146900,140000,139900,135000,138700,139900,139900,149500,149875,149900,149900,149900,154900,155450,163450,157700,155000,149887.5,150000,145250,149850,159900,159900,162500,170000,169950,165000,165000,169000,165000,168950,165000,165000,168000,174450,179450,176000,170000,175000,181000,184900
Northwest Raleigh,Raleigh,NC,Raleigh,Wake County,96,264500,264950,274945,275000,284500,285000,275000,284000,285000,281500,295000,294900,3.00E+05,289900,307000,313947.5,315000,299500,295000,3.00E+05,303997.5,310000,313497.5,310000,302995,310000,318997.5,327500,325000,319447.5,329900,322900,306000,315000,319900,337570,350000,322500,328947.5,315000,322500,334900,339900,325000,332500,335000,323900,330000,329500,327000,330000,336950,337900,337400,338400,339950,345000,337950,335000
